order_id,order_total,previous_order
6280,317548,43410.0
6281,807189,317548.0
6282,100260,807189.0
6283,112856,100260.0
6284,339580,112856.0
6285,619029,339580.0
6286,747006,619029.0
6287,198057,747006.0
6288,475920,198057.0
6289,136199,475920.0
6290,27703,136199.0
6291,393298,27703.0
6292,83331,393298.0
6293,674134,83331.0
6294,564699,674134.0
6295,550132,564699.0
6296,394466,550132.0
6297,84387,394466.0
6298,1165972,84387.0
6299,384108,1165972.0
6300,761400,384108.0
6301,152888,761400.0
6302,613711,152888.0
6303,405899,613711.0
6304,613354,405899.0
6305,286287,613354.0
6306,871291,286287.0
6307,804149,871291.0
6308,552651,804149.0
6309,413667,552651.0
6310,1056507,413667.0
6311,231122,1056507.0
6312,185700,231122.0
6313,112178,185700.0
6314,912989,112178.0
6315,829213,912989.0
6316,175238,829213.0
6317,299408,175238.0
6318,259181,299408.0
6319,52158,259181.0
6320,878640,52158.0
6321,192892,878640.0
6322,1044740,192892.0
6323,166586,1044740.0
6324,331830,166586.0
6325,589021,331830.0
6326,512664,589021.0
6327,629459,512664.0
6328,73384,629459.0
6329,269890,73384.0
6330,514730,269890.0
6331,535180,514730.0
6332,330612,535180.0
6333,645088,330612.0
6334,101148,645088.0
6335,381448,101148.0
6336,603381,381448.0
6337,92424,603381.0
6338,162060,92424.0
6339,242924,162060.0
6340,637974,242924.0
6341,214946,637974.0
6342,676914,214946.0
6343,678159,676914.0
6344,289925,678159.0
6345,43600,289925.0
6346,353960,43600.0
6347,158487,353960.0
6348,330048,158487.0
6349,626068,330048.0
6350,287862,626068.0
6351,67822,287862.0
6352,374198,67822.0
6353,269283,374198.0
6354,275796,269283.0
6355,581387,275796.0
6356,447287,581387.0
6357,145276,447287.0
6358,620410,145276.0
6359,225712,620410.0
6360,337336,225712.0
6361,929683,337336.0
6362,56021,929683.0
6363,182000,56021.0
6364,586236,182000.0
6365,536281,586236.0
6366,767424,536281.0
6367,176606,767424.0
6368,873329,176606.0
6369,459243,873329.0
6370,839878,459243.0
6371,894209,839878.0
6372,1184364,894209.0
6373,237328,1184364.0
6374,1200613,237328.0
6375,289588,1200613.0
6376,882118,289588.0
6377,631163,882118.0
6378,32700,631163.0
6379,438426,32700.0
6380,809907,438426.0
6382,161216,809907.0
6383,411015,161216.0
6384,690445,411015.0
6385,418878,690445.0
6386,484005,418878.0
6387,282278,484005.0
6388,624565,282278.0
6389,260211,624565.0
6390,1139527,260211.0
6391,279557,1139527.0
6392,129210,279557.0
6393,48841,129210.0
6394,485776,48841.0
6395,697943,485776.0
6396,1035572,697943.0
6397,964575,1035572.0
6398,304445,964575.0
6399,778181,304445.0
6400,159011,778181.0
6401,144960,159011.0
6402,215557,144960.0
6403,604208,215557.0
6404,114040,604208.0
6405,160530,114040.0
6406,692696,160530.0
6407,534295,692696.0
6408,1224337,534295.0
6409,791938,1224337.0
6410,542779,791938.0
6411,56021,542779.0
6412,366537,56021.0
6413,598630,366537.0
6414,185451,598630.0
6415,317418,185451.0
6416,137940,317418.0
6417,167899,137940.0
6418,346304,167899.0
6419,249938,346304.0
6420,840962,249938.0
6421,652130,840962.0
6422,539615,652130.0
6423,473096,539615.0
6424,830582,473096.0
6425,169555,830582.0
6426,30192,169555.0
6427,400781,30192.0
6428,607495,400781.0
6429,408788,607495.0
6430,537836,408788.0
6431,1143615,537836.0
6432,548516,1143615.0
6433,139672,548516.0
6434,276446,139672.0
6435,349468,276446.0
6436,255667,349468.0
6437,728520,255667.0
6438,375082,728520.0
6439,28940,375082.0
6440,151722,28940.0
6441,548152,151722.0
6442,88951,548152.0
6443,1164699,88951.0
6444,785379,1164699.0
6445,376036,785379.0
6446,76120,376036.0
6447,785589,76120.0
6448,49530,785589.0
6449,73080,49530.0
6450,18350,73080.0
6451,252264,18350.0
6452,97370,252264.0
6453,548886,97370.0
6454,263958,548886.0
6455,471229,263958.0
6456,299786,471229.0
6457,1069860,299786.0
6458,557267,1069860.0
6459,548746,557267.0
6460,564654,548746.0
6461,563177,564654.0
6462,784955,563177.0
6463,257748,784955.0
6464,219734,257748.0
6465,618321,219734.0
6466,751438,618321.0
6467,988086,751438.0
6468,468515,988086.0
6469,1051580,468515.0
6470,573012,1051580.0
6471,305250,573012.0
6472,301904,305250.0
6473,115890,301904.0
6474,408156,115890.0
6475,37240,408156.0
6476,388545,37240.0
6477,427416,388545.0
6479,361948,427416.0
6480,602876,361948.0
6481,436372,602876.0
6482,814903,436372.0
6483,42778,814903.0
6484,772141,42778.0
6485,103368,772141.0
6486,152888,103368.0
6487,384091,152888.0
6488,168140,384091.0
6489,437127,168140.0
6490,1156388,437127.0
6491,362648,1156388.0
6492,332484,362648.0
6493,557287,332484.0
6494,1047703,557287.0
6495,639576,1047703.0
6496,367945,639576.0
6497,729775,367945.0
6498,271461,729775.0
6499,266541,271461.0
6500,160619,266541.0
6501,600781,160619.0
6502,518486,600781.0
6503,971523,518486.0
6504,303794,971523.0
6505,123830,303794.0
6506,31445,123830.0
6507,601819,31445.0
6508,464324,601819.0
6509,98118,464324.0
6510,146123,98118.0
6511,735681,146123.0
6512,794598,735681.0
6513,445356,794598.0
6514,1204393,445356.0
6515,344597,1204393.0
6516,37334,344597.0
6517,14716,37334.0
6518,321676,14716.0
6519,653102,321676.0
6520,134152,653102.0
6521,948251,134152.0
6522,63778,948251.0
6523,438362,63778.0
6524,103368,438362.0
6525,53510,103368.0
6526,39848,53510.0
6527,267550,39848.0
6528,334552,267550.0
6529,685677,334552.0
6530,564389,685677.0
6531,599677,564389.0
6532,647475,599677.0
6533,443382,647475.0
6534,536949,443382.0
6535,719214,536949.0
6536,274435,719214.0
6537,77260,274435.0
6538,265304,77260.0
6539,939837,265304.0
6540,65964,939837.0
6541,252729,65964.0
6542,405565,252729.0
6543,320575,405565.0
6544,378308,320575.0
6545,171278,378308.0
6546,198886,171278.0
6547,254721,198886.0
6548,45561,254721.0
6549,647035,45561.0
6550,498945,647035.0
6551,881873,498945.0
6552,716736,881873.0
6553,506859,716736.0
6554,150684,506859.0
6555,414392,150684.0
6556,1261338,414392.0
6557,519831,1261338.0
6558,437804,519831.0
6559,828239,437804.0
6560,897009,828239.0
6561,823754,897009.0
6562,20871,823754.0
6563,252704,20871.0
6564,192071,252704.0
6565,201575,192071.0
6566,616049,201575.0
6567,567845,616049.0
6568,267166,567845.0
6569,176426,267166.0
6570,875572,176426.0
6571,637243,875572.0
6572,1065593,637243.0
6573,912677,1065593.0
6574,500567,912677.0
6575,339234,500567.0
6576,630836,339234.0
6577,637333,630836.0
6578,462217,637333.0
6579,146994,462217.0
6580,173862,146994.0
6581,942002,173862.0
6582,282354,942002.0
6583,37822,282354.0
6584,16898,37822.0
6585,185432,16898.0
6586,424892,185432.0
6587,865853,424892.0
6588,415488,865853.0
6589,276978,415488.0
6590,268071,276978.0
6591,630107,268071.0
6592,528735,630107.0
6593,273898,528735.0
6594,196517,273898.0
6595,479201,196517.0
6596,546826,479201.0
6597,935064,546826.0
6598,444309,935064.0
6599,27644,444309.0
6600,689222,27644.0
6601,304583,689222.0
6602,551103,304583.0
6603,144936,551103.0
6604,108048,144936.0
6605,508258,108048.0
6606,653757,508258.0
6607,170090,653757.0
6608,294829,170090.0
6609,1083450,294829.0
6610,425998,1083450.0
6611,83106,425998.0
6612,78590,83106.0
6613,1096579,78590.0
6614,174590,1096579.0
6615,416430,174590.0
6616,751680,416430.0
6617,250465,751680.0
6618,321613,250465.0
6619,671972,321613.0
6620,90576,671972.0
6621,517235,90576.0
6622,403239,517235.0
6623,84939,403239.0
6624,447269,84939.0
6625,508679,447269.0
6626,838670,508679.0
6627,890962,838670.0
6628,665553,890962.0
6629,982548,665553.0
6630,567806,982548.0
6631,937759,567806.0
6632,192622,937759.0
6633,329726,192622.0
6634,1196477,329726.0
6635,879843,1196477.0
6636,125325,879843.0
6637,1047713,125325.0
6638,335192,1047713.0
6639,451003,335192.0
6640,142500,451003.0
6641,583642,142500.0
6642,506093,583642.0
6643,161541,506093.0
6644,1031663,161541.0
6645,394470,1031663.0
6646,469140,394470.0
6647,280284,469140.0
6648,130934,280284.0
6649,16106,130934.0
6650,783453,16106.0
6651,67940,783453.0
6652,244640,67940.0
6653,149336,244640.0
6654,689077,149336.0
6655,77260,689077.0
6656,804156,77260.0
6657,262208,804156.0
6658,782519,262208.0
6659,559329,782519.0
6660,539715,559329.0
6661,887195,539715.0
6662,688020,887195.0
6663,317823,688020.0
6664,885328,317823.0
6665,924815,885328.0
6666,658518,924815.0
6667,78402,658518.0
6668,94900,78402.0
6669,651498,94900.0
6670,457639,651498.0
6671,425997,457639.0
6672,650355,425997.0
6673,48841,650355.0
6674,360216,48841.0
6675,167690,360216.0
6676,65313,167690.0
6677,206412,65313.0
6678,186827,206412.0
6679,195257,186827.0
6680,291942,195257.0
6681,614231,291942.0
6682,322377,614231.0
6683,544774,322377.0
6684,569606,544774.0
6685,339852,569606.0
6686,107020,339852.0
6687,1044461,107020.0
6688,83109,1044461.0
6689,282166,83109.0
6690,371398,282166.0
6691,142134,371398.0
6692,822753,142134.0
6693,92765,822753.0
6694,842866,92765.0
6695,121714,842866.0
6696,283989,121714.0
6697,820263,283989.0
6698,430356,820263.0
6699,336930,430356.0
6700,166662,336930.0
6701,645423,166662.0
6702,197926,645423.0
6703,42082,197926.0
6704,149457,42082.0
6705,634541,149457.0
6706,268326,634541.0
6707,493545,268326.0
6708,468309,493545.0
6709,426856,468309.0
6710,487877,426856.0
6711,336352,487877.0
6712,288909,336352.0
6713,1127304,288909.0
6714,520657,1127304.0
6715,603259,520657.0
6716,617356,603259.0
6717,140745,617356.0
6718,264639,140745.0
6719,217911,264639.0
6720,590241,217911.0
6721,647677,590241.0
6722,62890,647677.0
6723,870391,62890.0
6724,444410,870391.0
6725,267667,444410.0
6726,494547,267667.0
6727,367208,494547.0
6728,471861,367208.0
6729,565408,471861.0
6730,7724,565408.0
6731,352848,7724.0
6732,69110,352848.0
6733,325866,69110.0
6734,655126,325866.0
6735,202828,655126.0
6736,215875,202828.0
6737,260301,215875.0
6738,220146,260301.0
6739,655310,220146.0
6740,543013,655310.0
6741,584775,543013.0
6742,575771,584775.0
6743,535215,575771.0
6744,106480,535215.0
6745,448805,106480.0
6746,349279,448805.0
6747,541085,349279.0
6748,100260,541085.0
6749,84046,100260.0
6750,175812,84046.0
6751,913169,175812.0
6752,45875,913169.0
6753,798519,45875.0
6754,351654,798519.0
6755,693128,351654.0
6756,185655,693128.0
6757,185968,185655.0
6758,243233,185968.0
6759,220976,243233.0
6760,211432,220976.0
6761,731598,211432.0
6762,312062,731598.0
6763,278936,312062.0
6764,38948,278936.0
6765,199263,38948.0
6766,298844,199263.0
6767,914755,298844.0
6768,134073,914755.0
6769,19091,134073.0
6770,812979,19091.0
6771,408436,812979.0
6772,67592,408436.0
6773,9558,67592.0
6774,269283,9558.0
6775,264665,269283.0
6776,290718,264665.0
6777,685259,290718.0
6778,467690,685259.0
6779,490085,467690.0
6780,228608,490085.0
6781,262978,228608.0
6782,372772,262978.0
6783,382386,372772.0
6784,294356,382386.0
6785,516081,294356.0
6786,848581,516081.0
6787,636722,848581.0
6788,401670,636722.0
6789,157553,401670.0
6790,339699,157553.0
6791,355913,339699.0
6792,295400,355913.0
6793,277773,295400.0
6795,696172,277773.0
6796,410135,696172.0
6797,312360,410135.0
6798,294189,312360.0
6799,1172755,294189.0
6800,149457,1172755.0
6801,621619,149457.0
6802,360908,621619.0
6803,288105,360908.0
6804,404225,288105.0
6805,1026223,404225.0
6806,220497,1026223.0
6807,645470,220497.0
6808,736485,645470.0
6809,101965,736485.0
6810,781438,101965.0
6811,485342,781438.0
6812,397884,485342.0
6813,731346,397884.0
6814,408655,731346.0
6815,377995,408655.0
6816,633951,377995.0
6817,78402,633951.0
6818,206362,78402.0
6819,1012471,206362.0
6820,127076,1012471.0
6821,305105,127076.0
6822,28563,305105.0
6823,604907,28563.0
6824,146128,604907.0
6825,33911,146128.0
6826,980112,33911.0
6827,176430,980112.0
6828,525745,176430.0
6829,925765,525745.0
6830,328463,925765.0
6831,41742,328463.0
6832,403678,41742.0
6833,265868,403678.0
6834,497125,265868.0
6835,395664,497125.0
6836,143508,395664.0
6837,954415,143508.0
6838,308703,954415.0
6839,582805,308703.0
6840,601397,582805.0
6841,315467,601397.0
6842,37822,315467.0
6843,862643,37822.0
6844,47342,862643.0
6845,582714,47342.0
6846,813556,582714.0
6847,203020,813556.0
6848,439644,203020.0
6849,745040,439644.0
6850,581961,745040.0
6851,345624,581961.0
6852,103368,345624.0
6853,478324,103368.0
6854,718305,478324.0
6855,330902,718305.0
6856,303534,330902.0
6857,401327,303534.0
6858,184908,401327.0
6859,139502,184908.0
6860,148289,139502.0
6861,938118,148289.0
6862,472841,938118.0
6863,102069,472841.0
6864,656761,102069.0
6865,38630,656761.0
6866,13948,38630.0
6867,124717,13948.0
6868,572246,124717.0
6869,65552,572246.0
6870,632386,65552.0
6871,552848,632386.0
6872,41844,552848.0
6873,701272,41844.0
6874,165306,701272.0
6875,506246,165306.0
6876,554512,506246.0
6877,460690,554512.0
6878,1668810,460690.0
6879,99701,1668810.0
6880,491840,99701.0
6881,259916,491840.0
6882,49685,259916.0
6883,9937,49685.0
6884,268073,9937.0
6885,28940,268073.0
6886,441065,28940.0
6887,61356,441065.0
6888,1186973,61356.0
6889,390776,1186973.0
6890,94663,390776.0
6891,503533,94663.0
6892,111786,503533.0
6893,107706,111786.0
6894,37334,107706.0
6895,83109,37334.0
6896,305250,83109.0
6897,207193,305250.0
6898,407381,207193.0
6899,545789,407381.0
6900,396071,545789.0
6901,782586,396071.0
6902,97370,782586.0
6903,250830,97370.0
6904,483555,250830.0
6905,146613,483555.0
6906,195484,146613.0
6907,256055,195484.0
6908,784121,256055.0
6909,731806,784121.0
6910,350467,731806.0
6911,490746,350467.0
6912,745417,490746.0
6913,424580,745417.0
6914,416655,424580.0
6915,581273,416655.0
6916,557215,581273.0
6917,174894,557215.0
6918,9937,174894.0
6919,884581,9937.0
6920,286680,884581.0
6921,132390,286680.0
6922,810145,132390.0
6923,269235,810145.0
6924,262857,269235.0
6925,403304,262857.0
6926,32700,403304.0
6927,135955,32700.0
6928,283465,135955.0
6929,187460,283465.0
6930,845839,187460.0
6931,749323,845839.0
6932,363869,749323.0
6933,187679,363869.0
6934,798036,187679.0
6935,209433,798036.0
6936,346101,209433.0
6937,386931,346101.0
6938,94335,386931.0
6939,566729,94335.0
6940,802818,566729.0
6941,84756,802818.0
6942,436007,84756.0
6943,433158,436007.0
6944,343612,433158.0
6945,471560,343612.0
6946,394470,471560.0
6947,86941,394470.0
6948,116596,86941.0
6949,303168,116596.0
6950,947700,303168.0
6951,83106,947700.0
6952,1110012,83106.0
6953,362803,1110012.0
6954,694296,362803.0
6955,350043,694296.0
6956,421564,350043.0
6957,365766,421564.0
6958,848856,365766.0
6959,195500,848856.0
6960,354914,195500.0
6961,257155,354914.0
6962,639087,257155.0
6963,754750,639087.0
6964,730480,754750.0
6965,318610,730480.0
6966,434199,318610.0
6967,545172,434199.0
6968,744930,545172.0
6969,252375,744930.0
6970,996365,252375.0
6971,540949,996365.0
6972,201520,540949.0
6973,130689,201520.0
6974,698524,130689.0
6975,215784,698524.0
6976,1030505,215784.0
6977,542774,1030505.0
6978,263718,542774.0
6979,263327,263718.0
6980,42378,263327.0
6981,318070,42378.0
6982,615736,318070.0
6983,163332,615736.0
6984,83741,163332.0
6985,479490,83741.0
6986,828818,479490.0
6987,402266,828818.0
6988,901346,402266.0
6989,192544,901346.0
6990,77526,192544.0
6991,393381,77526.0
6992,577551,393381.0
6993,669378,577551.0
6994,274722,669378.0
6995,57012,274722.0
6996,240550,57012.0
6997,325053,240550.0
6998,187840,325053.0
6999,599582,187840.0
7001,238481,599582.0
7002,732223,238481.0
7003,158487,732223.0
7004,194730,158487.0
7006,945321,194730.0
7007,755285,945321.0
7008,65412,755285.0
7009,222925,65412.0
7010,554800,222925.0
7011,109964,554800.0
7012,44444,109964.0
7013,74480,44444.0
7014,1125641,74480.0
7015,38916,1125641.0
7016,20393,38916.0
7017,360099,20393.0
7018,727173,360099.0
7019,112066,727173.0
7020,355926,112066.0
7021,146316,355926.0
7022,366038,146316.0
7023,405381,366038.0
7024,366800,405381.0
7025,408472,366800.0
7026,95245,408472.0
7027,411757,95245.0
7028,80067,411757.0
7029,49507,80067.0
7030,789974,49507.0
7031,291911,789974.0
7032,220833,291911.0
7033,174642,220833.0
7034,652391,174642.0
7035,1178688,652391.0
7036,282856,1178688.0
7037,941618,282856.0
7038,274391,941618.0
7039,60242,274391.0
7040,52047,60242.0
7041,103368,52047.0
7042,565313,103368.0
7043,1338595,565313.0
7044,212701,1338595.0
7045,7739,212701.0
7046,187660,7739.0
7047,522233,187660.0
7048,519917,522233.0
7049,703669,519917.0
7050,591225,703669.0
7051,503549,591225.0
7052,580958,503549.0
7053,402797,580958.0
7054,319854,402797.0
7055,278550,319854.0
7056,329890,278550.0
7057,535159,329890.0
7058,333841,535159.0
7059,545877,333841.0
7060,1275800,545877.0
7061,101323,1275800.0
7062,662470,101323.0
7063,806569,662470.0
7064,116498,806569.0
7065,291937,116498.0
7066,608379,291937.0
7067,1442141,608379.0
7068,259342,1442141.0
7069,176024,259342.0
7070,9175,176024.0
7071,299024,9175.0
7072,147882,299024.0
7073,384176,147882.0
7074,569365,384176.0
7075,119420,569365.0
7076,505685,119420.0
7077,122712,505685.0
7078,379274,122712.0
7079,103491,379274.0
7080,604362,103491.0
7081,8600,604362.0
7082,646838,8600.0
7083,215673,646838.0
7084,391240,215673.0
7085,535728,391240.0
7086,67584,535728.0
7087,815244,67584.0
7088,929687,815244.0
7089,1230224,929687.0
7090,697822,1230224.0
7091,279878,697822.0
7092,400554,279878.0
7093,67414,400554.0
7094,62613,67414.0
7096,301030,62613.0
7097,375885,301030.0
7098,76514,375885.0
7099,273078,76514.0
7100,542215,273078.0
7101,483223,542215.0
7102,76514,483223.0
7103,779235,76514.0
7104,471829,779235.0
7105,350486,471829.0
7106,650475,350486.0
7107,421759,650475.0
7108,259014,421759.0
7109,15448,259014.0
7110,107694,15448.0
7111,343268,107694.0
7113,310500,343268.0
7114,688671,310500.0
7115,621351,688671.0
7116,427618,621351.0
7117,259800,427618.0
7118,361948,259800.0
7119,528892,361948.0
7120,249095,528892.0
7121,217580,249095.0
7122,274137,217580.0
7123,619690,274137.0
7124,371105,619690.0
7125,336485,371105.0
7126,883179,336485.0
7127,180034,883179.0
7128,564777,180034.0
7129,443358,564777.0
7130,64860,443358.0
7131,34743,64860.0
7132,549196,34743.0
7133,560345,549196.0
7134,41844,560345.0
7135,854603,41844.0
7136,1099190,854603.0
7137,581645,1099190.0
7138,717408,581645.0
7139,507871,717408.0
7140,318973,507871.0
7141,477810,318973.0
7142,629829,477810.0
7143,774350,629829.0
7144,400614,774350.0
7145,751190,400614.0
7146,273117,751190.0
7147,543745,273117.0
7148,462416,543745.0
7149,1128639,462416.0
7150,367945,1128639.0
7151,642395,367945.0
7152,49819,642395.0
7153,492500,49819.0
7154,377258,492500.0
7155,618336,377258.0
7156,659493,618336.0
7157,1032313,659493.0
7158,420194,1032313.0
7159,693740,420194.0
7160,342670,693740.0
7161,233544,342670.0
7162,31445,233544.0
7163,248872,31445.0
7164,554796,248872.0
7165,796556,554796.0
7166,264997,796556.0
7167,911108,264997.0
7168,892452,911108.0
7169,649487,892452.0
7170,76514,649487.0
7171,40662,76514.0
7172,1203766,40662.0
7173,394504,1203766.0
7174,289074,394504.0
7175,348066,289074.0
7176,82653,348066.0
7177,580438,82653.0
7178,752420,580438.0
7179,658023,752420.0
7180,327725,658023.0
7181,791496,327725.0
7182,492790,791496.0
7183,189326,492790.0
7184,260211,189326.0
7185,279244,260211.0
7186,577735,279244.0
7187,26176,577735.0
7188,840249,26176.0
7189,695138,840249.0
7190,385446,695138.0
7191,350476,385446.0
7192,67256,350476.0
7193,553424,67256.0
7194,700543,553424.0
7195,298556,700543.0
7196,758719,298556.0
7197,268370,758719.0
7198,100260,268370.0
7199,462275,100260.0
7200,470747,462275.0
7201,174894,470747.0
7202,546677,174894.0
7203,9962,546677.0
7204,1027962,9962.0
7205,490315,1027962.0
7206,277425,490315.0
7207,496349,277425.0
7208,417415,496349.0
7209,578436,417415.0
7210,574810,578436.0
7211,276025,574810.0
7212,736778,276025.0
7213,756226,736778.0
7214,249624,756226.0
7215,680725,249624.0
7216,489578,680725.0
7217,462505,489578.0
7218,483860,462505.0
7219,295876,483860.0
7220,607698,295876.0
7221,204356,607698.0
7222,72397,204356.0
7223,715232,72397.0
7224,547967,715232.0
7225,147178,547967.0
7226,374859,147178.0
7227,321115,374859.0
7228,3679,321115.0
7229,393784,3679.0
7230,755149,393784.0
7231,415314,755149.0
7232,1011376,415314.0
7233,537227,1011376.0
7234,368516,537227.0
7235,751223,368516.0
7236,982240,751223.0
7237,422697,982240.0
7238,230608,422697.0
7239,19924,230608.0
7240,112042,19924.0
7241,941548,112042.0
7242,116428,941548.0
7243,1038219,116428.0
7244,242753,1038219.0
7245,200640,242753.0
7246,692893,200640.0
7247,539581,692893.0
7248,221589,539581.0
7249,495014,221589.0
7250,601544,495014.0
7251,438417,601544.0
7252,144577,438417.0
7253,428821,144577.0
7254,190234,428821.0
7255,601861,190234.0
7256,575032,601861.0
7257,1112882,575032.0
7258,669082,1112882.0
7259,890965,669082.0
7260,942060,890965.0
7261,333324,942060.0
7262,340665,333324.0
7263,38695,340665.0
7264,627645,38695.0
7265,838129,627645.0
7266,518244,838129.0
7267,771929,518244.0
7268,367945,771929.0
7269,456848,367945.0
7270,703458,456848.0
7271,174323,703458.0
7272,1023394,174323.0
7273,259569,1023394.0
7274,124622,259569.0
7275,78237,124622.0
7276,1434520,78237.0
7277,1263479,1434520.0
7278,417226,1263479.0
7279,446082,417226.0
7280,518645,446082.0
7281,508655,518645.0
7282,125780,508655.0
7283,279789,125780.0
7284,191695,279789.0
7285,481305,191695.0
7286,1157330,481305.0
7287,1186267,1157330.0
7288,502588,1186267.0
7289,758867,502588.0
7290,613154,758867.0
7291,940777,613154.0
7292,683157,940777.0
7293,555088,683157.0
7294,825600,555088.0
7295,55863,825600.0
7296,279628,55863.0
7297,195503,279628.0
7298,249409,195503.0
7299,154520,249409.0
7300,916342,154520.0
7301,491005,916342.0
7302,71517,491005.0
7303,582984,71517.0
7304,772669,582984.0
7305,372012,772669.0
7306,480517,372012.0
7307,486402,480517.0
7308,90576,486402.0
7309,1043119,90576.0
7310,181679,1043119.0
7311,794395,181679.0
7312,93830,794395.0
7313,116590,93830.0
7314,746665,116590.0
7315,50604,746665.0
7316,291475,50604.0
7317,1204213,291475.0
7318,340665,1204213.0
7319,291248,340665.0
7320,286555,291248.0
7321,969849,286555.0
7322,804604,969849.0
7323,424033,804604.0
7324,563028,424033.0
7325,208184,563028.0
7326,869061,208184.0
7327,215784,869061.0
7328,509128,215784.0
7329,445887,509128.0
7330,286398,445887.0
7331,606918,286398.0
7332,122712,606918.0
7333,176426,122712.0
7334,116428,176426.0
7335,881462,116428.0
7336,411486,881462.0
7337,739210,411486.0
7338,617710,739210.0
7339,495603,617710.0
7340,799526,495603.0
7341,515306,799526.0
7342,346948,515306.0
7343,219096,346948.0
7344,546639,219096.0
7345,573433,546639.0
7346,1137478,573433.0
7347,1035976,1137478.0
7348,73080,1035976.0
7349,107748,73080.0
7350,1028179,107748.0
7351,180146,1028179.0
7352,632432,180146.0
7353,280373,632432.0
7354,445142,280373.0
7355,415530,445142.0
7356,77733,415530.0
7357,36630,77733.0
7358,131104,36630.0
7359,94663,131104.0
7360,383716,94663.0
7361,877681,383716.0
7362,349449,877681.0
7363,609418,349449.0
7364,987616,609418.0
7365,303281,987616.0
7366,897188,303281.0
7367,956698,897188.0
7368,732741,956698.0
7369,162909,732741.0
7370,1327255,162909.0
7371,473639,1327255.0
7372,840883,473639.0
7373,568972,840883.0
7374,352090,568972.0
7375,754544,352090.0
7376,131032,754544.0
7377,263853,131032.0
7378,732699,263853.0
7379,780260,732699.0
7380,674902,780260.0
7381,541432,674902.0
7382,864980,541432.0
7383,257748,864980.0
7384,26689,257748.0
7385,816395,26689.0
7386,42082,816395.0
7387,36700,42082.0
7388,434726,36700.0
7389,844724,434726.0
7390,162764,844724.0
7391,875136,162764.0
7392,258660,875136.0
7393,526042,258660.0
7394,825107,526042.0
7395,344158,825107.0
7396,545429,344158.0
7397,621711,545429.0
7398,357190,621711.0
7399,313917,357190.0
7400,223844,313917.0
7401,85144,223844.0
7402,25300,85144.0
7403,318709,25300.0
7404,155039,318709.0
7405,275268,155039.0
7406,793387,275268.0
7407,942675,793387.0
7408,1547687,942675.0
7409,513867,1547687.0
7410,313007,513867.0
7411,284396,313007.0
7412,179522,284396.0
7413,1248635,179522.0
7414,270778,1248635.0
7415,81572,270778.0
7416,310290,81572.0
7417,67816,310290.0
7418,525902,67816.0
7419,298800,525902.0
7420,214824,298800.0
7421,42929,214824.0
7422,147094,42929.0
7423,276028,147094.0
7424,196870,276028.0
7425,246772,196870.0
7426,661457,246772.0
7427,279360,661457.0
7428,722703,279360.0
7429,324513,722703.0
7430,399583,324513.0
7431,276193,399583.0
7432,671753,276193.0
7433,631125,671753.0
7434,476668,631125.0
7435,550993,476668.0
7437,874558,550993.0
7438,706989,874558.0
7439,711529,706989.0
7440,427982,711529.0
7441,502184,427982.0
7442,351624,502184.0
7443,322505,351624.0
7444,660988,322505.0
7445,583441,660988.0
7446,262860,583441.0
7447,51888,262860.0
7448,723598,51888.0
7449,361526,723598.0
7450,548819,361526.0
7451,23217,548819.0
7452,233660,23217.0
7453,98446,233660.0
7454,77608,98446.0
7455,339269,77608.0
7456,530120,339269.0
7457,859471,530120.0
7458,30956,859471.0
7459,295894,30956.0
7460,116384,295894.0
7461,1015906,116384.0
7462,1198403,1015906.0
7463,30374,1198403.0
7464,449287,30374.0
7465,448805,449287.0
7466,466488,448805.0
7467,349146,466488.0
7468,705760,349146.0
7469,632998,705760.0
7470,430790,632998.0
7471,153495,430790.0
7472,414627,153495.0
7473,470126,414627.0
7474,1094171,470126.0
7475,20871,1094171.0
7476,390246,20871.0
7477,424364,390246.0
7478,494991,424364.0
7479,547125,494991.0
7480,349690,547125.0
7481,554521,349690.0
7482,41466,554521.0
7483,386454,41466.0
7484,202467,386454.0
7485,286686,202467.0
7486,121207,286686.0
7487,738016,121207.0
7488,1370155,738016.0
7489,903120,1370155.0
7490,581559,903120.0
7491,777107,581559.0
7492,272560,777107.0
7493,574538,272560.0
7494,643298,574538.0
7495,775171,643298.0
7496,70418,775171.0
7497,286398,70418.0
7498,541135,286398.0
7499,705508,541135.0
7500,255227,705508.0
7501,279244,255227.0
7502,95303,279244.0
7503,72350,95303.0
7504,174590,72350.0
7505,436473,174590.0
7506,512719,436473.0
7507,379820,512719.0
7508,701267,379820.0
7509,82291,701267.0
7510,215658,82291.0
7511,69548,215658.0
7512,650540,69548.0
7513,172288,650540.0
7514,150605,172288.0
7515,966117,150605.0
7516,897727,966117.0
7517,448539,897727.0
7518,90576,448539.0
7519,489984,90576.0
7520,50707,489984.0
7521,38948,50707.0
7522,55860,38948.0
7523,267550,55860.0
7524,417127,267550.0
7525,349615,417127.0
7526,30896,349615.0
7527,284891,30896.0
7528,1052375,284891.0
7529,110812,1052375.0
7530,231576,110812.0
7531,933817,231576.0
7532,9175,933817.0
7533,539544,9175.0
7534,167589,539544.0
7535,385424,167589.0
7536,79719,385424.0
7537,906294,79719.0
7538,446527,906294.0
7539,694467,446527.0
7540,261683,694467.0
7541,1196210,261683.0
7542,110363,1196210.0
7543,195262,110363.0
7544,355324,195262.0
7545,339725,355324.0
7546,279925,339725.0
