order_id,order_total,next_order
6280,317548,807189.0
6281,807189,100260.0
6282,100260,112856.0
6283,112856,339580.0
6284,339580,619029.0
6285,619029,747006.0
6286,747006,198057.0
6287,198057,475920.0
6288,475920,136199.0
6289,136199,27703.0
6290,27703,393298.0
6291,393298,83331.0
6292,83331,674134.0
6293,674134,564699.0
6294,564699,550132.0
6295,550132,394466.0
6296,394466,84387.0
6297,84387,1165972.0
6298,1165972,384108.0
6299,384108,761400.0
6300,761400,152888.0
6301,152888,613711.0
6302,613711,405899.0
6303,405899,613354.0
6304,613354,286287.0
6305,286287,871291.0
6306,871291,804149.0
6307,804149,552651.0
6308,552651,413667.0
6309,413667,1056507.0
6310,1056507,231122.0
6311,231122,185700.0
6312,185700,112178.0
6313,112178,912989.0
6314,912989,829213.0
6315,829213,175238.0
6316,175238,299408.0
6317,299408,259181.0
6318,259181,52158.0
6319,52158,878640.0
6320,878640,192892.0
6321,192892,1044740.0
6322,1044740,166586.0
6323,166586,331830.0
6324,331830,589021.0
6325,589021,512664.0
6326,512664,629459.0
6327,629459,73384.0
6328,73384,269890.0
6329,269890,514730.0
6330,514730,535180.0
6331,535180,330612.0
6332,330612,645088.0
6333,645088,101148.0
6334,101148,381448.0
6335,381448,603381.0
6336,603381,92424.0
6337,92424,162060.0
6338,162060,242924.0
6339,242924,637974.0
6340,637974,214946.0
6341,214946,676914.0
6342,676914,678159.0
6343,678159,289925.0
6344,289925,43600.0
6345,43600,353960.0
6346,353960,158487.0
6347,158487,330048.0
6348,330048,626068.0
6349,626068,287862.0
6350,287862,67822.0
6351,67822,374198.0
6352,374198,269283.0
6353,269283,275796.0
6354,275796,581387.0
6355,581387,447287.0
6356,447287,145276.0
6357,145276,620410.0
6358,620410,225712.0
6359,225712,337336.0
6360,337336,929683.0
6361,929683,56021.0
6362,56021,182000.0
6363,182000,586236.0
6364,586236,536281.0
6365,536281,767424.0
6366,767424,176606.0
6367,176606,873329.0
6368,873329,459243.0
6369,459243,839878.0
6370,839878,894209.0
6371,894209,1184364.0
6372,1184364,237328.0
6373,237328,1200613.0
6374,1200613,289588.0
6375,289588,882118.0
6376,882118,631163.0
6377,631163,32700.0
6378,32700,438426.0
6379,438426,809907.0
6380,809907,161216.0
6382,161216,411015.0
6383,411015,690445.0
6384,690445,418878.0
6385,418878,484005.0
6386,484005,282278.0
6387,282278,624565.0
6388,624565,260211.0
6389,260211,1139527.0
6390,1139527,279557.0
6391,279557,129210.0
6392,129210,48841.0
6393,48841,485776.0
6394,485776,697943.0
6395,697943,1035572.0
6396,1035572,964575.0
6397,964575,304445.0
6398,304445,778181.0
6399,778181,159011.0
6400,159011,144960.0
6401,144960,215557.0
6402,215557,604208.0
6403,604208,114040.0
6404,114040,160530.0
6405,160530,692696.0
6406,692696,534295.0
6407,534295,1224337.0
6408,1224337,791938.0
6409,791938,542779.0
6410,542779,56021.0
6411,56021,366537.0
6412,366537,598630.0
6413,598630,185451.0
6414,185451,317418.0
6415,317418,137940.0
6416,137940,167899.0
6417,167899,346304.0
6418,346304,249938.0
6419,249938,840962.0
6420,840962,652130.0
6421,652130,539615.0
6422,539615,473096.0
6423,473096,830582.0
6424,830582,169555.0
6425,169555,30192.0
6426,30192,400781.0
6427,400781,607495.0
6428,607495,408788.0
6429,408788,537836.0
6430,537836,1143615.0
6431,1143615,548516.0
6432,548516,139672.0
6433,139672,276446.0
6434,276446,349468.0
6435,349468,255667.0
6436,255667,728520.0
6437,728520,375082.0
6438,375082,28940.0
6439,28940,151722.0
6440,151722,548152.0
6441,548152,88951.0
6442,88951,1164699.0
6443,1164699,785379.0
6444,785379,376036.0
6445,376036,76120.0
6446,76120,785589.0
6447,785589,49530.0
6448,49530,73080.0
6449,73080,18350.0
6450,18350,252264.0
6451,252264,97370.0
6452,97370,548886.0
6453,548886,263958.0
6454,263958,471229.0
6455,471229,299786.0
6456,299786,1069860.0
6457,1069860,557267.0
6458,557267,548746.0
6459,548746,564654.0
6460,564654,563177.0
6461,563177,784955.0
6462,784955,257748.0
6463,257748,219734.0
6464,219734,618321.0
6465,618321,751438.0
6466,751438,988086.0
6467,988086,468515.0
6468,468515,1051580.0
6469,1051580,573012.0
6470,573012,305250.0
6471,305250,301904.0
6472,301904,115890.0
6473,115890,408156.0
6474,408156,37240.0
6475,37240,388545.0
6476,388545,427416.0
6477,427416,361948.0
6479,361948,602876.0
6480,602876,436372.0
6481,436372,814903.0
6482,814903,42778.0
6483,42778,772141.0
6484,772141,103368.0
6485,103368,152888.0
6486,152888,384091.0
6487,384091,168140.0
6488,168140,437127.0
6489,437127,1156388.0
6490,1156388,362648.0
6491,362648,332484.0
6492,332484,557287.0
6493,557287,1047703.0
6494,1047703,639576.0
6495,639576,367945.0
6496,367945,729775.0
6497,729775,271461.0
6498,271461,266541.0
6499,266541,160619.0
6500,160619,600781.0
6501,600781,518486.0
6502,518486,971523.0
6503,971523,303794.0
6504,303794,123830.0
6505,123830,31445.0
6506,31445,601819.0
6507,601819,464324.0
6508,464324,98118.0
6509,98118,146123.0
6510,146123,735681.0
6511,735681,794598.0
6512,794598,445356.0
6513,445356,1204393.0
6514,1204393,344597.0
6515,344597,37334.0
6516,37334,14716.0
6517,14716,321676.0
6518,321676,653102.0
6519,653102,134152.0
6520,134152,948251.0
6521,948251,63778.0
6522,63778,438362.0
6523,438362,103368.0
6524,103368,53510.0
6525,53510,39848.0
6526,39848,267550.0
6527,267550,334552.0
6528,334552,685677.0
6529,685677,564389.0
6530,564389,599677.0
6531,599677,647475.0
6532,647475,443382.0
6533,443382,536949.0
6534,536949,719214.0
6535,719214,274435.0
6536,274435,77260.0
6537,77260,265304.0
6538,265304,939837.0
6539,939837,65964.0
6540,65964,252729.0
6541,252729,405565.0
6542,405565,320575.0
6543,320575,378308.0
6544,378308,171278.0
6545,171278,198886.0
6546,198886,254721.0
6547,254721,45561.0
6548,45561,647035.0
6549,647035,498945.0
6550,498945,881873.0
6551,881873,716736.0
6552,716736,506859.0
6553,506859,150684.0
6554,150684,414392.0
6555,414392,1261338.0
6556,1261338,519831.0
6557,519831,437804.0
6558,437804,828239.0
6559,828239,897009.0
6560,897009,823754.0
6561,823754,20871.0
6562,20871,252704.0
6563,252704,192071.0
6564,192071,201575.0
6565,201575,616049.0
6566,616049,567845.0
6567,567845,267166.0
6568,267166,176426.0
6569,176426,875572.0
6570,875572,637243.0
6571,637243,1065593.0
6572,1065593,912677.0
6573,912677,500567.0
6574,500567,339234.0
6575,339234,630836.0
6576,630836,637333.0
6577,637333,462217.0
6578,462217,146994.0
6579,146994,173862.0
6580,173862,942002.0
6581,942002,282354.0
6582,282354,37822.0
6583,37822,16898.0
6584,16898,185432.0
6585,185432,424892.0
6586,424892,865853.0
6587,865853,415488.0
6588,415488,276978.0
6589,276978,268071.0
6590,268071,630107.0
6591,630107,528735.0
6592,528735,273898.0
6593,273898,196517.0
6594,196517,479201.0
6595,479201,546826.0
6596,546826,935064.0
6597,935064,444309.0
6598,444309,27644.0
6599,27644,689222.0
6600,689222,304583.0
6601,304583,551103.0
6602,551103,144936.0
6603,144936,108048.0
6604,108048,508258.0
6605,508258,653757.0
6606,653757,170090.0
6607,170090,294829.0
6608,294829,1083450.0
6609,1083450,425998.0
6610,425998,83106.0
6611,83106,78590.0
6612,78590,1096579.0
6613,1096579,174590.0
6614,174590,416430.0
6615,416430,751680.0
6616,751680,250465.0
6617,250465,321613.0
6618,321613,671972.0
6619,671972,90576.0
6620,90576,517235.0
6621,517235,403239.0
6622,403239,84939.0
6623,84939,447269.0
6624,447269,508679.0
6625,508679,838670.0
6626,838670,890962.0
6627,890962,665553.0
6628,665553,982548.0
6629,982548,567806.0
6630,567806,937759.0
6631,937759,192622.0
6632,192622,329726.0
6633,329726,1196477.0
6634,1196477,879843.0
6635,879843,125325.0
6636,125325,1047713.0
6637,1047713,335192.0
6638,335192,451003.0
6639,451003,142500.0
6640,142500,583642.0
6641,583642,506093.0
6642,506093,161541.0
6643,161541,1031663.0
6644,1031663,394470.0
6645,394470,469140.0
6646,469140,280284.0
6647,280284,130934.0
6648,130934,16106.0
6649,16106,783453.0
6650,783453,67940.0
6651,67940,244640.0
6652,244640,149336.0
6653,149336,689077.0
6654,689077,77260.0
6655,77260,804156.0
6656,804156,262208.0
6657,262208,782519.0
6658,782519,559329.0
6659,559329,539715.0
6660,539715,887195.0
6661,887195,688020.0
6662,688020,317823.0
6663,317823,885328.0
6664,885328,924815.0
6665,924815,658518.0
6666,658518,78402.0
6667,78402,94900.0
6668,94900,651498.0
6669,651498,457639.0
6670,457639,425997.0
6671,425997,650355.0
6672,650355,48841.0
6673,48841,360216.0
6674,360216,167690.0
6675,167690,65313.0
6676,65313,206412.0
6677,206412,186827.0
6678,186827,195257.0
6679,195257,291942.0
6680,291942,614231.0
6681,614231,322377.0
6682,322377,544774.0
6683,544774,569606.0
6684,569606,339852.0
6685,339852,107020.0
6686,107020,1044461.0
6687,1044461,83109.0
6688,83109,282166.0
6689,282166,371398.0
6690,371398,142134.0
6691,142134,822753.0
6692,822753,92765.0
6693,92765,842866.0
6694,842866,121714.0
6695,121714,283989.0
6696,283989,820263.0
6697,820263,430356.0
6698,430356,336930.0
6699,336930,166662.0
6700,166662,645423.0
6701,645423,197926.0
6702,197926,42082.0
6703,42082,149457.0
6704,149457,634541.0
6705,634541,268326.0
6706,268326,493545.0
6707,493545,468309.0
6708,468309,426856.0
6709,426856,487877.0
6710,487877,336352.0
6711,336352,288909.0
6712,288909,1127304.0
6713,1127304,520657.0
6714,520657,603259.0
6715,603259,617356.0
6716,617356,140745.0
6717,140745,264639.0
6718,264639,217911.0
6719,217911,590241.0
6720,590241,647677.0
6721,647677,62890.0
6722,62890,870391.0
6723,870391,444410.0
6724,444410,267667.0
6725,267667,494547.0
6726,494547,367208.0
6727,367208,471861.0
6728,471861,565408.0
6729,565408,7724.0
6730,7724,352848.0
6731,352848,69110.0
6732,69110,325866.0
6733,325866,655126.0
6734,655126,202828.0
6735,202828,215875.0
6736,215875,260301.0
6737,260301,220146.0
6738,220146,655310.0
6739,655310,543013.0
6740,543013,584775.0
6741,584775,575771.0
6742,575771,535215.0
6743,535215,106480.0
6744,106480,448805.0
6745,448805,349279.0
6746,349279,541085.0
6747,541085,100260.0
6748,100260,84046.0
6749,84046,175812.0
6750,175812,913169.0
6751,913169,45875.0
6752,45875,798519.0
6753,798519,351654.0
6754,351654,693128.0
6755,693128,185655.0
6756,185655,185968.0
6757,185968,243233.0
6758,243233,220976.0
6759,220976,211432.0
6760,211432,731598.0
6761,731598,312062.0
6762,312062,278936.0
6763,278936,38948.0
6764,38948,199263.0
6765,199263,298844.0
6766,298844,914755.0
6767,914755,134073.0
6768,134073,19091.0
6769,19091,812979.0
6770,812979,408436.0
6771,408436,67592.0
6772,67592,9558.0
6773,9558,269283.0
6774,269283,264665.0
6775,264665,290718.0
6776,290718,685259.0
6777,685259,467690.0
6778,467690,490085.0
6779,490085,228608.0
6780,228608,262978.0
6781,262978,372772.0
6782,372772,382386.0
6783,382386,294356.0
6784,294356,516081.0
6785,516081,848581.0
6786,848581,636722.0
6787,636722,401670.0
6788,401670,157553.0
6789,157553,339699.0
6790,339699,355913.0
6791,355913,295400.0
6792,295400,277773.0
6793,277773,696172.0
6795,696172,410135.0
6796,410135,312360.0
6797,312360,294189.0
6798,294189,1172755.0
6799,1172755,149457.0
6800,149457,621619.0
6801,621619,360908.0
6802,360908,288105.0
6803,288105,404225.0
6804,404225,1026223.0
6805,1026223,220497.0
6806,220497,645470.0
6807,645470,736485.0
6808,736485,101965.0
6809,101965,781438.0
6810,781438,485342.0
6811,485342,397884.0
6812,397884,731346.0
6813,731346,408655.0
6814,408655,377995.0
6815,377995,633951.0
6816,633951,78402.0
6817,78402,206362.0
6818,206362,1012471.0
6819,1012471,127076.0
6820,127076,305105.0
6821,305105,28563.0
6822,28563,604907.0
6823,604907,146128.0
6824,146128,33911.0
6825,33911,980112.0
6826,980112,176430.0
6827,176430,525745.0
6828,525745,925765.0
6829,925765,328463.0
6830,328463,41742.0
6831,41742,403678.0
6832,403678,265868.0
6833,265868,497125.0
6834,497125,395664.0
6835,395664,143508.0
6836,143508,954415.0
6837,954415,308703.0
6838,308703,582805.0
6839,582805,601397.0
6840,601397,315467.0
6841,315467,37822.0
6842,37822,862643.0
6843,862643,47342.0
6844,47342,582714.0
6845,582714,813556.0
6846,813556,203020.0
6847,203020,439644.0
6848,439644,745040.0
6849,745040,581961.0
6850,581961,345624.0
6851,345624,103368.0
6852,103368,478324.0
6853,478324,718305.0
6854,718305,330902.0
6855,330902,303534.0
6856,303534,401327.0
6857,401327,184908.0
6858,184908,139502.0
6859,139502,148289.0
6860,148289,938118.0
6861,938118,472841.0
6862,472841,102069.0
6863,102069,656761.0
6864,656761,38630.0
6865,38630,13948.0
6866,13948,124717.0
6867,124717,572246.0
6868,572246,65552.0
6869,65552,632386.0
6870,632386,552848.0
6871,552848,41844.0
6872,41844,701272.0
6873,701272,165306.0
6874,165306,506246.0
6875,506246,554512.0
6876,554512,460690.0
6877,460690,1668810.0
6878,1668810,99701.0
6879,99701,491840.0
6880,491840,259916.0
6881,259916,49685.0
6882,49685,9937.0
6883,9937,268073.0
6884,268073,28940.0
6885,28940,441065.0
6886,441065,61356.0
6887,61356,1186973.0
6888,1186973,390776.0
6889,390776,94663.0
6890,94663,503533.0
6891,503533,111786.0
6892,111786,107706.0
6893,107706,37334.0
6894,37334,83109.0
6895,83109,305250.0
6896,305250,207193.0
6897,207193,407381.0
6898,407381,545789.0
6899,545789,396071.0
6900,396071,782586.0
6901,782586,97370.0
6902,97370,250830.0
6903,250830,483555.0
6904,483555,146613.0
6905,146613,195484.0
6906,195484,256055.0
6907,256055,784121.0
6908,784121,731806.0
6909,731806,350467.0
6910,350467,490746.0
6911,490746,745417.0
6912,745417,424580.0
6913,424580,416655.0
6914,416655,581273.0
6915,581273,557215.0
6916,557215,174894.0
6917,174894,9937.0
6918,9937,884581.0
6919,884581,286680.0
6920,286680,132390.0
6921,132390,810145.0
6922,810145,269235.0
6923,269235,262857.0
6924,262857,403304.0
6925,403304,32700.0
6926,32700,135955.0
6927,135955,283465.0
6928,283465,187460.0
6929,187460,845839.0
6930,845839,749323.0
6931,749323,363869.0
6932,363869,187679.0
6933,187679,798036.0
6934,798036,209433.0
6935,209433,346101.0
6936,346101,386931.0
6937,386931,94335.0
6938,94335,566729.0
6939,566729,802818.0
6940,802818,84756.0
6941,84756,436007.0
6942,436007,433158.0
6943,433158,343612.0
6944,343612,471560.0
6945,471560,394470.0
6946,394470,86941.0
6947,86941,116596.0
6948,116596,303168.0
6949,303168,947700.0
6950,947700,83106.0
6951,83106,1110012.0
6952,1110012,362803.0
6953,362803,694296.0
6954,694296,350043.0
6955,350043,421564.0
6956,421564,365766.0
6957,365766,848856.0
6958,848856,195500.0
6959,195500,354914.0
6960,354914,257155.0
6961,257155,639087.0
6962,639087,754750.0
6963,754750,730480.0
6964,730480,318610.0
6965,318610,434199.0
6966,434199,545172.0
6967,545172,744930.0
6968,744930,252375.0
6969,252375,996365.0
6970,996365,540949.0
6971,540949,201520.0
6972,201520,130689.0
6973,130689,698524.0
6974,698524,215784.0
6975,215784,1030505.0
6976,1030505,542774.0
6977,542774,263718.0
6978,263718,263327.0
6979,263327,42378.0
6980,42378,318070.0
6981,318070,615736.0
6982,615736,163332.0
6983,163332,83741.0
6984,83741,479490.0
6985,479490,828818.0
6986,828818,402266.0
6987,402266,901346.0
6988,901346,192544.0
6989,192544,77526.0
6990,77526,393381.0
6991,393381,577551.0
6992,577551,669378.0
6993,669378,274722.0
6994,274722,57012.0
6995,57012,240550.0
6996,240550,325053.0
6997,325053,187840.0
6998,187840,599582.0
6999,599582,238481.0
7001,238481,732223.0
7002,732223,158487.0
7003,158487,194730.0
7004,194730,945321.0
7006,945321,755285.0
7007,755285,65412.0
7008,65412,222925.0
7009,222925,554800.0
7010,554800,109964.0
7011,109964,44444.0
7012,44444,74480.0
7013,74480,1125641.0
7014,1125641,38916.0
7015,38916,20393.0
7016,20393,360099.0
7017,360099,727173.0
7018,727173,112066.0
7019,112066,355926.0
7020,355926,146316.0
7021,146316,366038.0
7022,366038,405381.0
7023,405381,366800.0
7024,366800,408472.0
7025,408472,95245.0
7026,95245,411757.0
7027,411757,80067.0
7028,80067,49507.0
7029,49507,789974.0
7030,789974,291911.0
7031,291911,220833.0
7032,220833,174642.0
7033,174642,652391.0
7034,652391,1178688.0
7035,1178688,282856.0
7036,282856,941618.0
7037,941618,274391.0
7038,274391,60242.0
7039,60242,52047.0
7040,52047,103368.0
7041,103368,565313.0
7042,565313,1338595.0
7043,1338595,212701.0
7044,212701,7739.0
7045,7739,187660.0
7046,187660,522233.0
7047,522233,519917.0
7048,519917,703669.0
7049,703669,591225.0
7050,591225,503549.0
7051,503549,580958.0
7052,580958,402797.0
7053,402797,319854.0
7054,319854,278550.0
7055,278550,329890.0
7056,329890,535159.0
7057,535159,333841.0
7058,333841,545877.0
7059,545877,1275800.0
7060,1275800,101323.0
7061,101323,662470.0
7062,662470,806569.0
7063,806569,116498.0
7064,116498,291937.0
7065,291937,608379.0
7066,608379,1442141.0
7067,1442141,259342.0
7068,259342,176024.0
7069,176024,9175.0
7070,9175,299024.0
7071,299024,147882.0
7072,147882,384176.0
7073,384176,569365.0
7074,569365,119420.0
7075,119420,505685.0
7076,505685,122712.0
7077,122712,379274.0
7078,379274,103491.0
7079,103491,604362.0
7080,604362,8600.0
7081,8600,646838.0
7082,646838,215673.0
7083,215673,391240.0
7084,391240,535728.0
7085,535728,67584.0
7086,67584,815244.0
7087,815244,929687.0
7088,929687,1230224.0
7089,1230224,697822.0
7090,697822,279878.0
7091,279878,400554.0
7092,400554,67414.0
7093,67414,62613.0
7094,62613,301030.0
7096,301030,375885.0
7097,375885,76514.0
7098,76514,273078.0
7099,273078,542215.0
7100,542215,483223.0
7101,483223,76514.0
7102,76514,779235.0
7103,779235,471829.0
7104,471829,350486.0
7105,350486,650475.0
7106,650475,421759.0
7107,421759,259014.0
7108,259014,15448.0
7109,15448,107694.0
7110,107694,343268.0
7111,343268,310500.0
7113,310500,688671.0
7114,688671,621351.0
7115,621351,427618.0
7116,427618,259800.0
7117,259800,361948.0
7118,361948,528892.0
7119,528892,249095.0
7120,249095,217580.0
7121,217580,274137.0
7122,274137,619690.0
7123,619690,371105.0
7124,371105,336485.0
7125,336485,883179.0
7126,883179,180034.0
7127,180034,564777.0
7128,564777,443358.0
7129,443358,64860.0
7130,64860,34743.0
7131,34743,549196.0
7132,549196,560345.0
7133,560345,41844.0
7134,41844,854603.0
7135,854603,1099190.0
7136,1099190,581645.0
7137,581645,717408.0
7138,717408,507871.0
7139,507871,318973.0
7140,318973,477810.0
7141,477810,629829.0
7142,629829,774350.0
7143,774350,400614.0
7144,400614,751190.0
7145,751190,273117.0
7146,273117,543745.0
7147,543745,462416.0
7148,462416,1128639.0
7149,1128639,367945.0
7150,367945,642395.0
7151,642395,49819.0
7152,49819,492500.0
7153,492500,377258.0
7154,377258,618336.0
7155,618336,659493.0
7156,659493,1032313.0
7157,1032313,420194.0
7158,420194,693740.0
7159,693740,342670.0
7160,342670,233544.0
7161,233544,31445.0
7162,31445,248872.0
7163,248872,554796.0
7164,554796,796556.0
7165,796556,264997.0
7166,264997,911108.0
7167,911108,892452.0
7168,892452,649487.0
7169,649487,76514.0
7170,76514,40662.0
7171,40662,1203766.0
7172,1203766,394504.0
7173,394504,289074.0
7174,289074,348066.0
7175,348066,82653.0
7176,82653,580438.0
7177,580438,752420.0
7178,752420,658023.0
7179,658023,327725.0
7180,327725,791496.0
7181,791496,492790.0
7182,492790,189326.0
7183,189326,260211.0
7184,260211,279244.0
7185,279244,577735.0
7186,577735,26176.0
7187,26176,840249.0
7188,840249,695138.0
7189,695138,385446.0
7190,385446,350476.0
7191,350476,67256.0
7192,67256,553424.0
7193,553424,700543.0
7194,700543,298556.0
7195,298556,758719.0
7196,758719,268370.0
7197,268370,100260.0
7198,100260,462275.0
7199,462275,470747.0
7200,470747,174894.0
7201,174894,546677.0
7202,546677,9962.0
7203,9962,1027962.0
7204,1027962,490315.0
7205,490315,277425.0
7206,277425,496349.0
7207,496349,417415.0
7208,417415,578436.0
7209,578436,574810.0
7210,574810,276025.0
7211,276025,736778.0
7212,736778,756226.0
7213,756226,249624.0
7214,249624,680725.0
7215,680725,489578.0
7216,489578,462505.0
7217,462505,483860.0
7218,483860,295876.0
7219,295876,607698.0
7220,607698,204356.0
7221,204356,72397.0
7222,72397,715232.0
7223,715232,547967.0
7224,547967,147178.0
7225,147178,374859.0
7226,374859,321115.0
7227,321115,3679.0
7228,3679,393784.0
7229,393784,755149.0
7230,755149,415314.0
7231,415314,1011376.0
7232,1011376,537227.0
7233,537227,368516.0
7234,368516,751223.0
7235,751223,982240.0
7236,982240,422697.0
7237,422697,230608.0
7238,230608,19924.0
7239,19924,112042.0
7240,112042,941548.0
7241,941548,116428.0
7242,116428,1038219.0
7243,1038219,242753.0
7244,242753,200640.0
7245,200640,692893.0
7246,692893,539581.0
7247,539581,221589.0
7248,221589,495014.0
7249,495014,601544.0
7250,601544,438417.0
7251,438417,144577.0
7252,144577,428821.0
7253,428821,190234.0
7254,190234,601861.0
7255,601861,575032.0
7256,575032,1112882.0
7257,1112882,669082.0
7258,669082,890965.0
7259,890965,942060.0
7260,942060,333324.0
7261,333324,340665.0
7262,340665,38695.0
7263,38695,627645.0
7264,627645,838129.0
7265,838129,518244.0
7266,518244,771929.0
7267,771929,367945.0
7268,367945,456848.0
7269,456848,703458.0
7270,703458,174323.0
7271,174323,1023394.0
7272,1023394,259569.0
7273,259569,124622.0
7274,124622,78237.0
7275,78237,1434520.0
7276,1434520,1263479.0
7277,1263479,417226.0
7278,417226,446082.0
7279,446082,518645.0
7280,518645,508655.0
7281,508655,125780.0
7282,125780,279789.0
7283,279789,191695.0
7284,191695,481305.0
7285,481305,1157330.0
7286,1157330,1186267.0
7287,1186267,502588.0
7288,502588,758867.0
7289,758867,613154.0
7290,613154,940777.0
7291,940777,683157.0
7292,683157,555088.0
7293,555088,825600.0
7294,825600,55863.0
7295,55863,279628.0
7296,279628,195503.0
7297,195503,249409.0
7298,249409,154520.0
7299,154520,916342.0
7300,916342,491005.0
7301,491005,71517.0
7302,71517,582984.0
7303,582984,772669.0
7304,772669,372012.0
7305,372012,480517.0
7306,480517,486402.0
7307,486402,90576.0
7308,90576,1043119.0
7309,1043119,181679.0
7310,181679,794395.0
7311,794395,93830.0
7312,93830,116590.0
7313,116590,746665.0
7314,746665,50604.0
7315,50604,291475.0
7316,291475,1204213.0
7317,1204213,340665.0
7318,340665,291248.0
7319,291248,286555.0
7320,286555,969849.0
7321,969849,804604.0
7322,804604,424033.0
7323,424033,563028.0
7324,563028,208184.0
7325,208184,869061.0
7326,869061,215784.0
7327,215784,509128.0
7328,509128,445887.0
7329,445887,286398.0
7330,286398,606918.0
7331,606918,122712.0
7332,122712,176426.0
7333,176426,116428.0
7334,116428,881462.0
7335,881462,411486.0
7336,411486,739210.0
7337,739210,617710.0
7338,617710,495603.0
7339,495603,799526.0
7340,799526,515306.0
7341,515306,346948.0
7342,346948,219096.0
7343,219096,546639.0
7344,546639,573433.0
7345,573433,1137478.0
7346,1137478,1035976.0
7347,1035976,73080.0
7348,73080,107748.0
7349,107748,1028179.0
7350,1028179,180146.0
7351,180146,632432.0
7352,632432,280373.0
7353,280373,445142.0
7354,445142,415530.0
7355,415530,77733.0
7356,77733,36630.0
7357,36630,131104.0
7358,131104,94663.0
7359,94663,383716.0
7360,383716,877681.0
7361,877681,349449.0
7362,349449,609418.0
7363,609418,987616.0
7364,987616,303281.0
7365,303281,897188.0
7366,897188,956698.0
7367,956698,732741.0
7368,732741,162909.0
7369,162909,1327255.0
7370,1327255,473639.0
7371,473639,840883.0
7372,840883,568972.0
7373,568972,352090.0
7374,352090,754544.0
7375,754544,131032.0
7376,131032,263853.0
7377,263853,732699.0
7378,732699,780260.0
7379,780260,674902.0
7380,674902,541432.0
7381,541432,864980.0
7382,864980,257748.0
7383,257748,26689.0
7384,26689,816395.0
7385,816395,42082.0
7386,42082,36700.0
7387,36700,434726.0
7388,434726,844724.0
7389,844724,162764.0
7390,162764,875136.0
7391,875136,258660.0
7392,258660,526042.0
7393,526042,825107.0
7394,825107,344158.0
7395,344158,545429.0
7396,545429,621711.0
7397,621711,357190.0
7398,357190,313917.0
7399,313917,223844.0
7400,223844,85144.0
7401,85144,25300.0
7402,25300,318709.0
7403,318709,155039.0
7404,155039,275268.0
7405,275268,793387.0
7406,793387,942675.0
7407,942675,1547687.0
7408,1547687,513867.0
7409,513867,313007.0
7410,313007,284396.0
7411,284396,179522.0
7412,179522,1248635.0
7413,1248635,270778.0
7414,270778,81572.0
7415,81572,310290.0
7416,310290,67816.0
7417,67816,525902.0
7418,525902,298800.0
7419,298800,214824.0
7420,214824,42929.0
7421,42929,147094.0
7422,147094,276028.0
7423,276028,196870.0
7424,196870,246772.0
7425,246772,661457.0
7426,661457,279360.0
7427,279360,722703.0
7428,722703,324513.0
7429,324513,399583.0
7430,399583,276193.0
7431,276193,671753.0
7432,671753,631125.0
7433,631125,476668.0
7434,476668,550993.0
7435,550993,874558.0
7437,874558,706989.0
7438,706989,711529.0
7439,711529,427982.0
7440,427982,502184.0
7441,502184,351624.0
7442,351624,322505.0
7443,322505,660988.0
7444,660988,583441.0
7445,583441,262860.0
7446,262860,51888.0
7447,51888,723598.0
7448,723598,361526.0
7449,361526,548819.0
7450,548819,23217.0
7451,23217,233660.0
7452,233660,98446.0
7453,98446,77608.0
7454,77608,339269.0
7455,339269,530120.0
7456,530120,859471.0
7457,859471,30956.0
7458,30956,295894.0
7459,295894,116384.0
7460,116384,1015906.0
7461,1015906,1198403.0
7462,1198403,30374.0
7463,30374,449287.0
7464,449287,448805.0
7465,448805,466488.0
7466,466488,349146.0
7467,349146,705760.0
7468,705760,632998.0
7469,632998,430790.0
7470,430790,153495.0
7471,153495,414627.0
7472,414627,470126.0
7473,470126,1094171.0
7474,1094171,20871.0
7475,20871,390246.0
7476,390246,424364.0
7477,424364,494991.0
7478,494991,547125.0
7479,547125,349690.0
7480,349690,554521.0
7481,554521,41466.0
7482,41466,386454.0
7483,386454,202467.0
7484,202467,286686.0
7485,286686,121207.0
7486,121207,738016.0
7487,738016,1370155.0
7488,1370155,903120.0
7489,903120,581559.0
7490,581559,777107.0
7491,777107,272560.0
7492,272560,574538.0
7493,574538,643298.0
7494,643298,775171.0
7495,775171,70418.0
7496,70418,286398.0
7497,286398,541135.0
7498,541135,705508.0
7499,705508,255227.0
7500,255227,279244.0
7501,279244,95303.0
7502,95303,72350.0
7503,72350,174590.0
7504,174590,436473.0
7505,436473,512719.0
7506,512719,379820.0
7507,379820,701267.0
7508,701267,82291.0
7509,82291,215658.0
7510,215658,69548.0
7511,69548,650540.0
7512,650540,172288.0
7513,172288,150605.0
7514,150605,966117.0
7515,966117,897727.0
7516,897727,448539.0
7517,448539,90576.0
7518,90576,489984.0
7519,489984,50707.0
7520,50707,38948.0
7521,38948,55860.0
7522,55860,267550.0
7523,267550,417127.0
7524,417127,349615.0
7525,349615,30896.0
7526,30896,284891.0
7527,284891,1052375.0
7528,1052375,110812.0
7529,110812,231576.0
7530,231576,933817.0
7531,933817,9175.0
7532,9175,539544.0
7533,539544,167589.0
7534,167589,385424.0
7535,385424,79719.0
7536,79719,906294.0
7537,906294,446527.0
7538,446527,694467.0
7539,694467,261683.0
7540,261683,1196210.0
7541,1196210,110363.0
7542,110363,195262.0
7543,195262,355324.0
7544,355324,339725.0
7545,339725,279925.0
7546,279925,919356.0
7547,919356,203165.0
