review_id,customer_id,book_id,rating,review_text,created_at
831,182,8,3,,2022-04-30 05:09:00
1214,785,2,4,Well-written and engaging. A few plot holes but forgivable.,2024-11-17 13:49:00
513,990,1,5,Exceeded all my expectations. Truly extraordinary.,2023-02-14 19:03:00
3311,1302,11,5,The writing is exceptional and the story gripped me from page one.,2020-09-12 11:25:00
5434,17,6,2,Not for me. The writing style felt very dated.,2024-10-28 13:37:00
4025,2563,22,2,The plot felt disjointed and the pacing was off throughout.,2020-12-17 15:56:00
4637,446,28,3,"Mixed feelings. Good premise, mediocre execution.",2023-12-08 07:24:00
3088,945,3,3,Had potential but did not quite deliver on its promise.,2024-07-12 18:42:00
2458,362,4,3,Had potential but did not quite deliver on its promise.,2022-06-24 07:37:00
4180,2777,1,3,"Some interesting parts, but overall felt underwhelming.",2024-03-20 10:42:00
1941,2063,1,4,,2024-11-23 08:02:00
4134,332,2,3,Neither great nor terrible. Passes the time.,2024-07-15 08:34:00
4666,684,15,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2023-07-23 08:14:00
359,346,6,3,"Mixed feelings. Good premise, mediocre execution.",2024-08-25 11:09:00
371,2361,11,3,"Some interesting parts, but overall felt underwhelming.",2024-12-11 20:40:00
814,2594,11,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-12-31 19:44:00
2132,197,10,4,A very good read overall. Some chapters were slow but worth it.,2024-07-28 17:30:00
1665,603,1,3,"Mixed feelings. Good premise, mediocre execution.",2024-06-23 14:35:00
1826,1914,1,4,Above average. Would recommend to fans of the genre.,2020-04-14 19:28:00
1637,1157,1,2,The plot felt disjointed and the pacing was off throughout.,2024-05-17 17:04:00
4197,1807,3,5,Exceeded all my expectations. Truly extraordinary.,2023-08-20 17:30:00
658,1321,73,4,"Good book, though the ending felt a little rushed.",2024-07-07 12:18:00
25,529,1,4,Above average. Would recommend to fans of the genre.,2024-11-27 17:05:00
5192,845,2,3,Had potential but did not quite deliver on its promise.,2022-12-05 11:06:00
14,323,4,2,Would not recommend. Too slow and the payoff was not worth it.,2023-09-01 16:34:00
1131,1496,1,3,Had potential but did not quite deliver on its promise.,2023-06-26 21:24:00
4020,181,2,5,A masterpiece. Every chapter left me wanting more.,2024-09-17 10:19:00
5336,1964,13,5,A masterpiece. Every chapter left me wanting more.,2023-08-31 15:11:00
4092,1889,41,5,Absolutely loved this book — couldn't put it down!,2021-08-24 14:18:00
3130,755,8,3,"Mixed feelings. Good premise, mediocre execution.",2023-12-19 09:21:00
4453,1237,36,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2022-06-02 16:10:00
4934,2768,2,5,One of the best reads I have had in years. Highly recommended.,2022-04-28 17:04:00
799,1131,5,3,Had potential but did not quite deliver on its promise.,2022-04-24 12:34:00
1281,215,1,3,Average. Had its moments but failed to really engage me.,2022-10-08 14:08:00
763,2159,4,3,,2024-06-11 14:54:00
1810,2668,11,5,A masterpiece. Every chapter left me wanting more.,2021-08-22 15:20:00
108,1418,1,4,A very good read overall. Some chapters were slow but worth it.,2023-07-01 12:23:00
3795,510,1,3,"Mixed feelings. Good premise, mediocre execution.",2021-06-21 12:28:00
609,1806,3,4,A very good read overall. Some chapters were slow but worth it.,2024-05-03 19:44:00
4073,1587,1,3,Neither great nor terrible. Passes the time.,2020-12-03 18:51:00
5585,2693,1,4,,2021-08-20 18:21:00
5205,2089,1,5,,2022-11-18 12:58:00
1752,2680,1,3,"Some interesting parts, but overall felt underwhelming.",2022-03-09 07:58:00
3746,1796,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2021-09-30 22:02:00
3827,854,3,4,Mostly great. The middle section drags a bit.,2020-09-17 22:02:00
1529,2073,2,5,Perfect blend of story and insight. Will read again.,2023-02-04 16:45:00
1773,98,3,3,Decent read. Not my favourite but not bad either.,2024-09-02 18:20:00
3039,2553,1,-1,Disappointed. Expected much more based on the reviews.,2024-09-03 17:44:00
4953,1697,1,5,Perfect blend of story and insight. Will read again.,2021-07-06 20:02:00
3722,1872,8,3,Had potential but did not quite deliver on its promise.,2023-12-04 13:39:00
3070,1127,24,3,Average. Had its moments but failed to really engage me.,2024-10-28 14:27:00
1967,1027,1,3,Neither great nor terrible. Passes the time.,2024-04-03 19:04:00
3383,1207,3,4,Mostly great. The middle section drags a bit.,2021-03-06 19:12:00
2371,797,81,4,A very good read overall. Some chapters were slow but worth it.,2022-04-29 07:20:00
3377,2720,13,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-02-12 16:07:00
5314,210,1,4,,2023-07-17 17:18:00
4376,2246,4,5,I finished this in two sittings. Absolutely riveting.,2024-12-03 19:24:00
1790,1870,46,5,One of the best reads I have had in years. Highly recommended.,2020-12-04 00:23:00
2913,641,3,2,Overrated. I did not enjoy the characters at all.,2022-10-18 05:45:00
4076,2310,128,1,Gave up halfway. The writing is unbearable.,2021-12-11 09:08:00
1348,2378,9,3,,2023-05-12 18:56:00
440,423,5,5,Absolutely loved this book — couldn't put it down!,2024-09-10 09:56:00
3927,979,2,3,It was okay. The hype around this book is a bit overstated.,2022-02-20 12:12:00
4872,619,4,4,Mostly great. The middle section drags a bit.,2024-01-11 09:30:00
3765,1754,2,5,Perfect blend of story and insight. Will read again.,2023-05-10 14:03:00
4093,795,4,5,A masterpiece. Every chapter left me wanting more.,2023-01-13 18:48:00
4697,2394,22,3,It was okay. The hype around this book is a bit overstated.,2024-05-10 13:19:00
3417,1477,6,4,"Good book, though the ending felt a little rushed.",2024-01-13 14:33:00
977,949,5,2,Would not recommend. Too slow and the payoff was not worth it.,2024-06-03 18:52:00
3462,2740,3,5,A masterpiece. Every chapter left me wanting more.,2024-07-14 15:33:00
4393,1475,2,4,Liked it. The first half is stronger than the second.,2022-07-27 07:46:00
1632,1205,4,3,It was okay. The hype around this book is a bit overstated.,2022-08-09 17:00:00
4602,116,12,4,Well-written and engaging. A few plot holes but forgivable.,2024-11-23 12:21:00
2290,976,17,5,Beautifully written. The author's style is simply stunning.,2023-11-28 03:00:00
1098,416,2,3,"Some interesting parts, but overall felt underwhelming.",2023-07-06 19:36:00
2273,953,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2023-01-18 06:14:00
3386,172,81,4,A very good read overall. Some chapters were slow but worth it.,2023-09-14 22:54:00
3599,2027,2,4,Liked it. The first half is stronger than the second.,2022-12-23 18:58:00
3064,1031,4,3,Had potential but did not quite deliver on its promise.,2021-09-01 11:19:00
2515,693,1,4,,2024-05-08 15:07:00
3538,2775,6,-1,Struggled to get through it. The story meanders endlessly.,2021-11-29 09:31:00
1680,663,9,3,Neither great nor terrible. Passes the time.,2024-06-06 18:05:00
701,2678,30,4,"Good book, though the ending felt a little rushed.",2022-09-25 22:22:00
5152,2594,5,4,Mostly great. The middle section drags a bit.,2024-05-20 13:37:00
2858,2390,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2022-01-02 18:56:00
4984,647,4,2,The plot felt disjointed and the pacing was off throughout.,2024-10-21 22:15:00
4505,787,30,3,Average. Had its moments but failed to really engage me.,2020-03-08 18:42:00
1184,1600,28,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2023-01-09 19:34:00
527,1154,2,3,Neither great nor terrible. Passes the time.,2024-12-25 14:35:00
3269,1727,2,7,Average. Had its moments but failed to really engage me.,2023-05-14 09:08:00
3793,2133,3,5,Absolutely loved this book — couldn't put it down!,2024-07-23 15:27:00
3712,1662,2,4,Above average. Would recommend to fans of the genre.,2023-12-11 22:05:00
1966,2746,2,5,Perfect blend of story and insight. Will read again.,2023-12-09 04:45:00
878,462,1,4,,2024-08-30 14:24:00
2173,854,10,4,Liked it. The first half is stronger than the second.,2021-03-09 13:50:00
4678,2635,8,3,Decent read. Not my favourite but not bad either.,2022-03-17 14:15:00
5342,2487,7,4,"Good book, though the ending felt a little rushed.",2020-10-06 08:25:00
4599,2378,2,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-10-14 03:28:00
4626,201,4,3,"Some interesting parts, but overall felt underwhelming.",2022-10-28 11:34:00
5211,598,60,3,"Some interesting parts, but overall felt underwhelming.",2023-06-27 16:55:00
238,2539,34,5,,2024-11-18 13:29:00
942,1258,1,5,I finished this in two sittings. Absolutely riveting.,2023-11-11 09:59:00
1828,582,8,2,Would not recommend. Too slow and the payoff was not worth it.,2023-11-11 21:39:00
124,1902,2,5,A masterpiece. Every chapter left me wanting more.,2021-08-15 12:35:00
3108,620,4,3,"Mixed feelings. Good premise, mediocre execution.",2022-12-22 08:55:00
3590,246,3,3,Average. Had its moments but failed to really engage me.,2022-03-30 17:14:00
3955,2125,1,5,Beautifully written. The author's style is simply stunning.,2024-04-28 09:51:00
3892,878,2,4,"Good book, though the ending felt a little rushed.",2024-12-13 18:49:00
278,108,2,3,"Mixed feelings. Good premise, mediocre execution.",2024-04-22 14:22:00
4534,182,22,4,,2023-03-07 08:40:00
3907,322,6,4,"Good book, though the ending felt a little rushed.",2024-05-31 18:33:00
196,995,1,3,Neither great nor terrible. Passes the time.,2023-06-09 09:33:00
919,2421,5,4,Liked it. The first half is stronger than the second.,2022-10-13 16:20:00
307,2494,2,4,Well-written and engaging. A few plot holes but forgivable.,2022-01-08 16:22:00
4825,600,6,4,"Good book, though the ending felt a little rushed.",2022-10-15 20:55:00
4796,518,9,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-01-10 10:36:00
2644,2770,5,4,Above average. Would recommend to fans of the genre.,2021-03-22 08:29:00
478,1500,1,4,"Good book, though the ending felt a little rushed.",2023-11-16 12:24:00
1922,1292,1,3,Had potential but did not quite deliver on its promise.,2024-10-17 10:56:00
5122,613,103,3,"Mixed feelings. Good premise, mediocre execution.",2022-12-16 09:29:00
1357,636,1,5,The writing is exceptional and the story gripped me from page one.,2022-09-01 19:31:00
37,2649,2,5,The writing is exceptional and the story gripped me from page one.,2024-01-02 20:56:00
3675,1695,3,2,Struggled to get through it. The story meanders endlessly.,2023-09-24 09:00:00
2835,446,6,3,Average. Had its moments but failed to really engage me.,2024-11-21 05:11:00
198,1023,1,2,Not for me. The writing style felt very dated.,2023-07-14 20:37:00
3514,866,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-07-27 22:57:00
1825,2458,1,3,Decent read. Not my favourite but not bad either.,2024-12-31 20:56:00
4751,1655,15,5,One of the best reads I have had in years. Highly recommended.,2024-08-17 14:36:00
5255,2744,83,5,Exceeded all my expectations. Truly extraordinary.,2022-06-08 09:50:00
5135,977,1,3,Decent read. Not my favourite but not bad either.,2024-11-28 18:24:00
1559,190,7,3,Average. Had its moments but failed to really engage me.,2023-06-10 19:53:00
3137,795,1,5,Exceeded all my expectations. Truly extraordinary.,2023-02-23 12:57:00
1678,1908,99,4,"Good book, though the ending felt a little rushed.",2024-05-25 12:57:00
2465,1170,1,5,Beautifully written. The author's style is simply stunning.,2024-11-14 17:00:00
5467,2522,6,3,Decent read. Not my favourite but not bad either.,2024-11-20 18:28:00
3472,1783,32,4,,2024-12-31 07:30:00
5182,959,3,3,"Mixed feelings. Good premise, mediocre execution.",2023-09-23 11:30:00
1401,931,1,3,It was okay. The hype around this book is a bit overstated.,2021-09-30 12:42:00
3419,597,3,3,Had potential but did not quite deliver on its promise.,2024-08-10 12:02:00
1033,2094,4,4,Liked it. The first half is stronger than the second.,2024-04-17 00:04:00
2042,62,4,4,Liked it. The first half is stronger than the second.,2023-07-14 07:09:00
3649,2783,3,3,It was okay. The hype around this book is a bit overstated.,2024-12-31 01:18:00
2408,1232,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2023-02-28 11:15:00
3295,325,2,3,Had potential but did not quite deliver on its promise.,2023-11-10 12:48:00
1926,2148,69,3,"Some interesting parts, but overall felt underwhelming.",2024-02-16 12:04:00
2271,157,3,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-01-13 19:14:00
4431,423,1,5,I finished this in two sittings. Absolutely riveting.,2024-06-24 18:42:00
3123,2768,1,4,"Good book, though the ending felt a little rushed.",2022-04-06 16:05:00
1110,415,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-06-03 04:14:00
4381,2576,4,4,A very good read overall. Some chapters were slow but worth it.,2023-01-04 12:54:00
5332,1502,1,4,A very good read overall. Some chapters were slow but worth it.,2024-06-20 07:04:00
16,2612,1,4,,2024-12-22 13:56:00
3992,790,2,3,"Some interesting parts, but overall felt underwhelming.",2024-08-14 11:41:00
2121,2437,2,3,Neither great nor terrible. Passes the time.,2022-12-04 06:39:00
1818,2515,4,3,It was okay. The hype around this book is a bit overstated.,2024-09-18 11:56:00
5075,1331,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2021-05-27 21:53:00
5588,1696,2,3,Decent read. Not my favourite but not bad either.,2024-11-04 07:51:00
4593,101,163,4,"Good book, though the ending felt a little rushed.",2023-11-30 21:13:00
2756,871,1,4,,2023-05-09 07:58:00
3687,2189,6,3,"Mixed feelings. Good premise, mediocre execution.",2021-12-13 12:40:00
403,2498,11,3,"Mixed feelings. Good premise, mediocre execution.",2024-07-17 18:07:00
3690,1140,6,3,"Some interesting parts, but overall felt underwhelming.",2024-03-03 11:02:00
2145,413,1,4,"Good book, though the ending felt a little rushed.",2024-12-31 12:10:00
3124,106,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2023-12-19 17:16:00
567,2547,6,3,Average. Had its moments but failed to really engage me.,2022-08-15 19:08:00
4616,4,3,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2020-09-29 10:47:00
4866,273,5,4,A very good read overall. Some chapters were slow but worth it.,2024-03-20 17:25:00
1564,754,1,5,Brilliant narrative. The characters feel genuinely real.,2022-11-17 10:44:00
4916,145,5,2,Not for me. The writing style felt very dated.,2024-02-15 21:07:00
5180,2662,1,4,Well-written and engaging. A few plot holes but forgivable.,2022-04-13 06:32:00
2978,1370,1,4,Above average. Would recommend to fans of the genre.,2024-05-04 10:57:00
5261,2107,5,4,,2021-07-23 17:54:00
1567,1606,1,2,Overrated. I did not enjoy the characters at all.,2023-01-07 22:44:00
3525,2177,20,3,It was okay. The hype around this book is a bit overstated.,2024-03-03 18:45:00
1580,1151,3,3,Average. Had its moments but failed to really engage me.,2021-03-11 12:51:00
3595,2121,13,3,Decent read. Not my favourite but not bad either.,2024-03-07 17:48:00
3357,1457,5,3,It was okay. The hype around this book is a bit overstated.,2024-11-17 23:27:00
3784,238,2,5,,2024-07-27 09:23:00
3758,377,16,4,Mostly great. The middle section drags a bit.,2023-12-15 15:54:00
1912,346,4,2,,2024-02-28 08:10:00
1041,2383,1,4,Above average. Would recommend to fans of the genre.,2021-12-16 18:32:00
266,1128,2,4,Above average. Would recommend to fans of the genre.,2022-12-10 09:23:00
4987,1261,4,2,Struggled to get through it. The story meanders endlessly.,2022-12-02 15:02:00
5291,652,7,5,One of the best reads I have had in years. Highly recommended.,2023-03-06 22:42:00
2617,977,3,4,A very good read overall. Some chapters were slow but worth it.,2023-03-22 21:29:00
3055,884,1,3,Average. Had its moments but failed to really engage me.,2024-12-31 13:01:00
2304,606,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-02-08 21:03:00
1778,2314,3,5,,2022-01-05 17:21:00
5132,1817,4,6,Decent read. Not my favourite but not bad either.,2021-06-04 17:49:00
3883,656,12,5,The writing is exceptional and the story gripped me from page one.,2024-03-16 14:35:00
3186,1215,1,2,Struggled to get through it. The story meanders endlessly.,2022-10-11 22:55:00
3724,1008,9,3,Neither great nor terrible. Passes the time.,2021-03-28 10:05:00
5586,478,6,2,Disappointed. Expected much more based on the reviews.,2024-04-01 18:22:00
1435,2254,1,5,A masterpiece. Every chapter left me wanting more.,2023-06-02 21:53:00
588,1382,1,5,Exceeded all my expectations. Truly extraordinary.,2024-05-31 18:28:00
4929,2185,3,5,Absolutely loved this book — couldn't put it down!,2023-05-17 20:37:00
4462,1466,2,4,Liked it. The first half is stronger than the second.,2023-02-14 18:17:00
5117,2541,3,4,"Good book, though the ending felt a little rushed.",2023-06-26 13:19:00
2489,538,1,4,A very good read overall. Some chapters were slow but worth it.,2022-12-21 19:11:00
946,2576,12,4,Well-written and engaging. A few plot holes but forgivable.,2024-12-31 08:23:00
997,1120,1,4,Well-written and engaging. A few plot holes but forgivable.,2024-10-13 11:35:00
2941,190,13,5,Absolutely loved this book — couldn't put it down!,2021-03-18 17:15:00
2696,2733,77,2,Disappointed. Expected much more based on the reviews.,2024-08-19 07:27:00
246,1128,1,5,Absolutely loved this book — couldn't put it down!,2023-04-29 19:03:00
405,181,7,3,Had potential but did not quite deliver on its promise.,2023-09-13 07:23:00
5497,1448,2,4,Mostly great. The middle section drags a bit.,2022-10-25 21:07:00
961,1499,3,5,A masterpiece. Every chapter left me wanting more.,2024-02-05 20:53:00
1711,1979,12,3,Neither great nor terrible. Passes the time.,2023-07-29 20:22:00
2944,1807,1,3,"Some interesting parts, but overall felt underwhelming.",2023-10-30 13:43:00
2848,1650,1,4,Mostly great. The middle section drags a bit.,2022-10-30 02:00:00
1555,122,1,3,Decent read. Not my favourite but not bad either.,2022-08-20 19:22:00
3725,2401,3,4,Mostly great. The middle section drags a bit.,2024-12-31 21:35:00
798,2121,12,5,This book changed the way I think. A must-read for everyone.,2024-05-24 09:45:00
4802,2263,1,3,Had potential but did not quite deliver on its promise.,2021-02-28 16:59:00
5166,359,3,5,,2022-09-09 19:55:00
3873,39,2,4,Well-written and engaging. A few plot holes but forgivable.,2021-02-17 07:07:00
4855,301,9,3,Average. Had its moments but failed to really engage me.,2024-07-02 19:48:00
2098,1134,7,4,Mostly great. The middle section drags a bit.,2021-06-27 18:16:00
4969,731,6,3,Neither great nor terrible. Passes the time.,2022-10-27 13:15:00
2771,1492,9,3,Decent read. Not my favourite but not bad either.,2024-02-04 21:09:00
1351,592,13,3,"Mixed feelings. Good premise, mediocre execution.",2023-03-03 11:50:00
82,2297,1,4,Above average. Would recommend to fans of the genre.,2024-04-20 13:10:00
1072,244,2,5,Brilliant narrative. The characters feel genuinely real.,2023-12-09 17:50:00
75,1363,5,2,Disappointed. Expected much more based on the reviews.,2024-06-26 14:38:00
4066,472,172,4,A very good read overall. Some chapters were slow but worth it.,2023-07-05 07:27:00
560,861,5,5,Absolutely loved this book — couldn't put it down!,2020-08-05 22:49:00
191,2708,41,4,Well-written and engaging. A few plot holes but forgivable.,2022-07-13 11:43:00
1247,2718,7,4,Mostly great. The middle section drags a bit.,2023-12-31 14:30:00
2689,2246,1,3,"Some interesting parts, but overall felt underwhelming.",2024-12-28 10:33:00
2549,1753,6,3,"Some interesting parts, but overall felt underwhelming.",2022-03-04 12:00:00
2313,2157,19,2,Would not recommend. Too slow and the payoff was not worth it.,2020-10-13 05:22:00
5288,2177,4,3,,2024-10-29 11:26:00
5298,204,1,5,,2024-01-15 19:30:00
3713,2303,1,4,Above average. Would recommend to fans of the genre.,2024-08-31 09:40:00
584,1104,3,4,"Good book, though the ending felt a little rushed.",2024-02-26 09:22:00
779,1764,4,3,,2023-04-25 17:02:00
5123,2363,1,3,Neither great nor terrible. Passes the time.,2022-12-07 12:43:00
5066,488,1,3,Had potential but did not quite deliver on its promise.,2023-11-09 09:03:00
4317,1149,2,5,Exceeded all my expectations. Truly extraordinary.,2022-10-16 15:20:00
2447,2439,2,4,,2023-06-25 19:43:00
3781,1153,6,3,"Mixed feelings. Good premise, mediocre execution.",2023-12-12 18:39:00
2219,482,1,4,"Good book, though the ending felt a little rushed.",2024-06-13 08:08:00
4498,1256,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-12-10 11:11:00
433,1545,2,4,A very good read overall. Some chapters were slow but worth it.,2023-09-01 21:21:00
3030,2126,1,4,A very good read overall. Some chapters were slow but worth it.,2024-11-13 15:42:00
2492,163,3,4,Above average. Would recommend to fans of the genre.,2022-12-08 19:03:00
5490,2781,10,4,,2024-01-06 08:04:00
15,642,32,2,The plot felt disjointed and the pacing was off throughout.,2024-12-31 19:03:00
3341,2008,1,4,"Good book, though the ending felt a little rushed.",2024-07-30 18:43:00
1776,2796,1,4,Well-written and engaging. A few plot holes but forgivable.,2022-09-02 21:32:00
1101,1327,1,3,Had potential but did not quite deliver on its promise.,2022-02-14 19:27:00
5540,2067,24,3,Average. Had its moments but failed to really engage me.,2023-04-06 05:48:00
5252,1133,3,4,Above average. Would recommend to fans of the genre.,2023-10-16 06:01:00
1276,400,8,3,Had potential but did not quite deliver on its promise.,2024-11-23 07:31:00
397,778,32,3,,2023-08-11 21:29:00
410,532,1,4,Well-written and engaging. A few plot holes but forgivable.,2024-12-31 20:01:00
4397,1667,1,3,Neither great nor terrible. Passes the time.,2022-09-30 18:17:00
1312,1038,10,7,Perfect blend of story and insight. Will read again.,2021-12-19 08:57:00
3936,2494,1,4,"Good book, though the ending felt a little rushed.",2024-01-19 17:31:00
2069,832,1,-1,A very good read overall. Some chapters were slow but worth it.,2023-07-09 19:21:00
4773,1405,1,3,Average. Had its moments but failed to really engage me.,2023-08-05 15:57:00
3811,125,2,4,Liked it. The first half is stronger than the second.,2023-05-08 09:11:00
1091,109,3,5,The writing is exceptional and the story gripped me from page one.,2023-05-27 17:20:00
4395,389,13,2,Disappointed. Expected much more based on the reviews.,2020-12-13 21:37:00
3542,65,34,4,Above average. Would recommend to fans of the genre.,2024-05-11 19:09:00
3285,2245,2,4,Above average. Would recommend to fans of the genre.,2023-08-11 22:57:00
3241,1391,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2023-09-11 19:02:00
32,2279,16,2,The plot felt disjointed and the pacing was off throughout.,2024-12-09 14:45:00
3623,1949,8,3,"Some interesting parts, but overall felt underwhelming.",2023-12-15 23:29:00
2694,2647,3,5,Absolutely loved this book — couldn't put it down!,2024-10-17 13:26:00
5518,2345,2,5,The writing is exceptional and the story gripped me from page one.,2024-02-28 21:26:00
3425,990,13,3,Neither great nor terrible. Passes the time.,2020-09-19 07:01:00
148,185,1,5,The writing is exceptional and the story gripped me from page one.,2024-12-31 12:11:00
2491,1321,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2024-12-24 15:31:00
4463,1904,1,4,A very good read overall. Some chapters were slow but worth it.,2021-10-10 12:59:00
4532,1222,1,4,Above average. Would recommend to fans of the genre.,2023-02-23 13:33:00
4151,1620,1,3,Decent read. Not my favourite but not bad either.,2023-05-04 12:02:00
2640,1121,1,5,,2022-11-11 15:06:00
1416,1361,57,5,I finished this in two sittings. Absolutely riveting.,2024-12-11 12:57:00
2266,2178,4,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2023-09-28 08:10:00
3868,149,5,3,"Some interesting parts, but overall felt underwhelming.",2023-11-07 21:26:00
3436,1405,3,3,Decent read. Not my favourite but not bad either.,2023-02-17 05:00:00
1204,2680,2,3,Decent read. Not my favourite but not bad either.,2023-11-10 08:00:00
4131,1514,110,4,Liked it. The first half is stronger than the second.,2021-08-04 15:49:00
5617,956,14,4,Well-written and engaging. A few plot holes but forgivable.,2023-11-24 14:15:00
3607,1824,1,2,Struggled to get through it. The story meanders endlessly.,2024-10-26 07:19:00
4106,2189,17,4,Mostly great. The middle section drags a bit.,2021-06-09 08:58:00
2116,1426,5,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-02-11 20:42:00
1388,1308,8,3,Neither great nor terrible. Passes the time.,2023-04-14 08:55:00
166,2528,2,3,Average. Had its moments but failed to really engage me.,2023-10-08 12:32:00
2117,2786,1,3,Decent read. Not my favourite but not bad either.,2024-09-01 16:42:00
2258,325,1,4,"Good book, though the ending felt a little rushed.",2023-12-09 09:51:00
4803,402,1,3,"Some interesting parts, but overall felt underwhelming.",2023-07-29 13:47:00
4275,2551,5,3,"Mixed feelings. Good premise, mediocre execution.",2024-12-31 14:27:00
1263,377,18,2,Would not recommend. Too slow and the payoff was not worth it.,2022-05-19 10:18:00
1083,1085,4,3,Neither great nor terrible. Passes the time.,2024-12-20 14:28:00
5047,2684,19,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2022-04-05 14:42:00
3963,2782,5,2,Struggled to get through it. The story meanders endlessly.,2023-05-27 21:10:00
4597,2616,1,4,Liked it. The first half is stronger than the second.,2023-10-04 08:41:00
2883,2350,2,4,,2024-04-21 17:27:00
1590,642,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,2024-08-14 17:17:00
533,1104,8,3,It was okay. The hype around this book is a bit overstated.,2023-12-29 12:17:00
5572,1425,8,3,Average. Had its moments but failed to really engage me.,2021-06-13 20:23:00
2668,315,16,3,"Some interesting parts, but overall felt underwhelming.",2024-08-22 17:20:00
3006,2749,1,5,Perfect blend of story and insight. Will read again.,2023-01-06 18:58:00
5040,325,3,3,It was okay. The hype around this book is a bit overstated.,2023-02-08 12:07:00
5159,377,8,4,,2023-08-31 16:36:00
3948,977,11,5,Beautifully written. The author's style is simply stunning.,2023-04-04 12:31:00
4140,2637,1,3,Average. Had its moments but failed to really engage me.,2022-07-24 20:32:00
3535,1608,1,5,Perfect blend of story and insight. Will read again.,2024-09-08 09:55:00
5263,1020,24,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2022-05-30 18:46:00
2409,2746,13,3,"Mixed feelings. Good premise, mediocre execution.",2022-12-07 11:32:00
1464,559,3,2,Disappointed. Expected much more based on the reviews.,2024-01-06 16:04:00
415,2053,82,3,It was okay. The hype around this book is a bit overstated.,2022-10-14 16:22:00
850,1046,87,4,"Good book, though the ending felt a little rushed.",2021-09-09 19:14:00
606,2368,3,3,Neither great nor terrible. Passes the time.,2024-12-12 06:32:00
4273,1133,7,3,It was okay. The hype around this book is a bit overstated.,2021-03-27 20:44:00
3970,1453,18,2,Overrated. I did not enjoy the characters at all.,2023-11-26 16:11:00
1968,1137,1,4,,2024-10-06 20:46:00
912,639,11,3,Average. Had its moments but failed to really engage me.,2022-12-31 18:34:00
832,932,2,3,Neither great nor terrible. Passes the time.,2022-03-18 11:21:00
4640,1830,2,4,Mostly great. The middle section drags a bit.,2024-10-11 00:26:00
138,1180,2,3,It was okay. The hype around this book is a bit overstated.,2024-07-22 12:43:00
1222,2544,1,3,"Mixed feelings. Good premise, mediocre execution.",2024-10-14 18:39:00
1569,2720,26,4,Above average. Would recommend to fans of the genre.,2023-04-13 11:29:00
4051,1803,14,5,Brilliant narrative. The characters feel genuinely real.,2024-11-09 17:10:00
1282,825,2,5,A masterpiece. Every chapter left me wanting more.,2024-09-20 07:39:00
269,1688,2,4,Above average. Would recommend to fans of the genre.,2022-10-22 12:45:00
2979,282,1,2,Struggled to get through it. The story meanders endlessly.,2020-11-19 18:40:00
3636,2709,4,4,Well-written and engaging. A few plot holes but forgivable.,2024-09-21 13:08:00
3972,2267,9,4,,2024-06-08 07:44:00
2154,1389,4,2,Overrated. I did not enjoy the characters at all.,2021-11-21 11:57:00
3638,1166,2,3,"Mixed feelings. Good premise, mediocre execution.",2021-09-13 11:52:00
864,172,12,4,,2024-12-31 13:58:00
1112,225,1,3,"Mixed feelings. Good premise, mediocre execution.",2023-12-24 08:09:00
2081,1218,1,3,Decent read. Not my favourite but not bad either.,2024-11-11 08:16:00
1789,1191,5,3,It was okay. The hype around this book is a bit overstated.,2022-12-25 15:34:00
4795,29,6,2,The plot felt disjointed and the pacing was off throughout.,2022-09-05 08:32:00
474,2688,3,4,A very good read overall. Some chapters were slow but worth it.,2024-02-17 15:22:00
2769,1041,14,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,2022-04-14 08:03:00
3558,1006,2,4,Above average. Would recommend to fans of the genre.,2024-08-18 12:32:00
1108,2361,2,4,"Good book, though the ending felt a little rushed.",2024-12-23 18:13:00
2022,317,28,3,"Mixed feelings. Good premise, mediocre execution.",2023-12-27 13:54:00
